organism_name	infraspecific_name	assembled_genome_acc	genome_assembly_id	lineage	taxonomy_id	bco_id	schema_version	analysis_platform	analysis_platform_object_id	assembly_file_source	genomic_section	num_chromosomes	num_genes	num_segments 	assembly_gc_content	length	num_of_frameshifts	num_of_stop_codons	genome_coverage	n50 	n75	n90	l50 	l75	ref_genome_acc	query_coverage_against_reference	reference_coverage_against_query	percent_identity_against_reference	percent_reads_unaligned	assembly_level	assembly_score
Candida parapsilosis	FDAARGOS_652	HE605204	GCA_014049445.1	cellular organisms|Eukaryota|Opisthokonta|Fungi|Dikarya|Ascomycota|saccharomyceta|Saccharomycotina|Saccharomycetes|Saccharomycetales|CUG-Ser1 clade|Debaryomycetaceae|Candida/Lodderomyces clade|Candida	5480	ARGOS_000012	v1.4	HIVEAWS	79129	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/014/049/445/GCA_014049445.1_ASM1404944v1/	Chromosome				38.71	13299476				2092998	893708		3	6	HE605204	100	100	100.00		Contig	23
Candida parapsilosis	FDAARGOS_652	HE605208	GCA_014049445.1	cellular organisms|Eukaryota|Opisthokonta|Fungi|Dikarya|Ascomycota|saccharomyceta|Saccharomycotina|Saccharomycetes|Saccharomycetales|CUG-Ser1 clade|Debaryomycetaceae|Candida/Lodderomyces clade|Candida	5480	ARGOS_000012	v1.4	HIVEAWS	79129	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/014/049/445/GCA_014049445.1_ASM1404944v1/	Chromosome				38.71	13299476				2092998	893708		3	6	HE605208	100	100	100.00		Contig	23
Candida parapsilosis	FDAARGOS_652	HE605207	GCA_014049445.1	cellular organisms|Eukaryota|Opisthokonta|Fungi|Dikarya|Ascomycota|saccharomyceta|Saccharomycotina|Saccharomycetes|Saccharomycetales|CUG-Ser1 clade|Debaryomycetaceae|Candida/Lodderomyces clade|Candida	5480	ARGOS_000012	v1.4	HIVEAWS	79129	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/014/049/445/GCA_014049445.1_ASM1404944v1/	Chromosome				38.71	13299476				2092998	893708		3	6	HE605207	100	100	100.00		Contig	23
Candida parapsilosis	FDAARGOS_652	HE605202	GCA_014049445.1	cellular organisms|Eukaryota|Opisthokonta|Fungi|Dikarya|Ascomycota|saccharomyceta|Saccharomycotina|Saccharomycetes|Saccharomycetales|CUG-Ser1 clade|Debaryomycetaceae|Candida/Lodderomyces clade|Candida	5480	ARGOS_000012	v1.4	HIVEAWS	79129	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/014/049/445/GCA_014049445.1_ASM1404944v1/	Chromosome				38.71	13299476				2092998	893708		3	6	HE605202	100	100	100.00		Contig	23
Candida parapsilosis	FDAARGOS_652	HE605209	GCA_014049445.1	cellular organisms|Eukaryota|Opisthokonta|Fungi|Dikarya|Ascomycota|saccharomyceta|Saccharomycotina|Saccharomycetes|Saccharomycetales|CUG-Ser1 clade|Debaryomycetaceae|Candida/Lodderomyces clade|Candida	5480	ARGOS_000012	v1.4	HIVEAWS	79129	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/014/049/445/GCA_014049445.1_ASM1404944v1/	Chromosome				38.71	13299476				2092998	893708		3	6	HE605209	100	100	100.00		Contig	23
Candida parapsilosis	FDAARGOS_652	HE605205	GCA_014049445.1	cellular organisms|Eukaryota|Opisthokonta|Fungi|Dikarya|Ascomycota|saccharomyceta|Saccharomycotina|Saccharomycetes|Saccharomycetales|CUG-Ser1 clade|Debaryomycetaceae|Candida/Lodderomyces clade|Candida	5480	ARGOS_000012	v1.4	HIVEAWS	79129	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/014/049/445/GCA_014049445.1_ASM1404944v1/	Chromosome				38.71	13299476				2092998	893708		3	6	HE605205	100	100	100.00		Contig	23
Candida parapsilosis	FDAARGOS_652	HE605210	GCA_014049445.1	cellular organisms|Eukaryota|Opisthokonta|Fungi|Dikarya|Ascomycota|saccharomyceta|Saccharomycotina|Saccharomycetes|Saccharomycetales|CUG-Ser1 clade|Debaryomycetaceae|Candida/Lodderomyces clade|Candida	5480	ARGOS_000012	v1.4	HIVEAWS	79129	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/014/049/445/GCA_014049445.1_ASM1404944v1/	Mitochondrion				38.71	13299476				2092998	893708		3	6	HE605210	100	100	100.00		Contig	23
Candida parapsilosis	FDAARGOS_650	HE605203	GCA_014049585.1	cellular organisms|Eukaryota|Opisthokonta|Fungi|Dikarya|Ascomycota|saccharomyceta|Saccharomycotina|Saccharomycetes|Saccharomycetales|CUG-Ser1 clade|Debaryomycetaceae|Candida/Lodderomyces clade|Candida	5480	ARGOS_000012	v1.4	HIVEAWS	79134	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/014/049/585/GCA_014049585.1_ASM1404958v1/	Chromosome				38.71	13371069				2090316	1352675		3	5	HE605203	100	100	100.00		Contig	23
Candida parapsilosis	FDAARGOS_650	HE605206	GCA_014049585.1	cellular organisms|Eukaryota|Opisthokonta|Fungi|Dikarya|Ascomycota|saccharomyceta|Saccharomycotina|Saccharomycetes|Saccharomycetales|CUG-Ser1 clade|Debaryomycetaceae|Candida/Lodderomyces clade|Candida	5480	ARGOS_000012	v1.4	HIVEAWS	79134	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/014/049/585/GCA_014049585.1_ASM1404958v1/	Chromosome				38.71	13371069				2090316	1352675		3	5	HE605206	100	100	100.00		Contig	23
Candida parapsilosis	FDAARGOS_650	HE605204	GCA_014049585.1	cellular organisms|Eukaryota|Opisthokonta|Fungi|Dikarya|Ascomycota|saccharomyceta|Saccharomycotina|Saccharomycetes|Saccharomycetales|CUG-Ser1 clade|Debaryomycetaceae|Candida/Lodderomyces clade|Candida	5480	ARGOS_000012	v1.4	HIVEAWS	79134	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/014/049/585/GCA_014049585.1_ASM1404958v1/	Chromosome				38.71	13371069				2090316	1352675		3	5	HE605204	100	100	100.00		Contig	23
Candida parapsilosis	FDAARGOS_650	HE605208	GCA_014049585.1	cellular organisms|Eukaryota|Opisthokonta|Fungi|Dikarya|Ascomycota|saccharomyceta|Saccharomycotina|Saccharomycetes|Saccharomycetales|CUG-Ser1 clade|Debaryomycetaceae|Candida/Lodderomyces clade|Candida	5480	ARGOS_000012	v1.4	HIVEAWS	79134	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/014/049/585/GCA_014049585.1_ASM1404958v1/	Chromosome				38.71	13371069				2090316	1352675		3	5	HE605208	100	100	100.00		Contig	23
Candida parapsilosis	FDAARGOS_650	HE605207	GCA_014049585.1	cellular organisms|Eukaryota|Opisthokonta|Fungi|Dikarya|Ascomycota|saccharomyceta|Saccharomycotina|Saccharomycetes|Saccharomycetales|CUG-Ser1 clade|Debaryomycetaceae|Candida/Lodderomyces clade|Candida	5480	ARGOS_000012	v1.4	HIVEAWS	79134	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/759/435/GCA_002759435.2_Cand_auris_B8441_V2/	Chromosome				38.71	13371069				2090316	1352675		3	5	HE605207	100	100	100.00		Contig	23
Candida parapsilosis	FDAARGOS_650	HE605202	GCA_014049585.1	cellular organisms|Eukaryota|Opisthokonta|Fungi|Dikarya|Ascomycota|saccharomyceta|Saccharomycotina|Saccharomycetes|Saccharomycetales|CUG-Ser1 clade|Debaryomycetaceae|Candida/Lodderomyces clade|Candida	5480	ARGOS_000012	v1.4	HIVEAWS	79134	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/014/049/585/GCA_014049585.1_ASM1404958v1/	Chromosome				38.71	13371069				2090316	1352675		3	5	HE605202	100	100	100.00		Contig	23
Candida parapsilosis	FDAARGOS_650	HE605209	GCA_014049585.1	cellular organisms|Eukaryota|Opisthokonta|Fungi|Dikarya|Ascomycota|saccharomyceta|Saccharomycotina|Saccharomycetes|Saccharomycetales|CUG-Ser1 clade|Debaryomycetaceae|Candida/Lodderomyces clade|Candida	5480	ARGOS_000012	v1.4	HIVEAWS	79134	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/014/049/585/GCA_014049585.1_ASM1404958v1/	Chromosome				38.71	13371069				2090316	1352675		3	5	HE605209	100	100	100.00		Contig	23
Candida parapsilosis	FDAARGOS_650	HE605205	GCA_014049585.1	cellular organisms|Eukaryota|Opisthokonta|Fungi|Dikarya|Ascomycota|saccharomyceta|Saccharomycotina|Saccharomycetes|Saccharomycetales|CUG-Ser1 clade|Debaryomycetaceae|Candida/Lodderomyces clade|Candida	5480	ARGOS_000012	v1.4	HIVEAWS	79134	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/014/049/585/GCA_014049585.1_ASM1404958v1/	Chromosome				38.71	13371069				2090316	1352675		3	5	HE605205	100	100	100.00		Contig	23
Candida parapsilosis	FDAARGOS_650	HE605210	GCA_014049585.1	cellular organisms|Eukaryota|Opisthokonta|Fungi|Dikarya|Ascomycota|saccharomyceta|Saccharomycotina|Saccharomycetes|Saccharomycetales|CUG-Ser1 clade|Debaryomycetaceae|Candida/Lodderomyces clade|Candida	5480	ARGOS_000012	v1.4	HIVEAWS	79134	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/014/049/585/GCA_014049585.1_ASM1404958v1/	Mitochondrion				38.71	13371069				2090316	1352675		3	5	HE605210	100	100	100.00		Contig	23
Candida auris	Strain: B8441	PEKT02000001.1	GCA_002759435.2 	cellular organisms; Eukaryota; Opisthokonta; Fungi; Dikarya; Ascomycota; saccharomyceta; Saccharomycotina; Saccharomycetes; Saccharomycetales; CUG-Ser1 clade; Metschnikowiaceae; Metschnikowiaceae incertae sedis; Candida/Metschnikowiaceae	498019	ARGOS_000012	v1.4	HIVE2	59249	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/759/435/GCA_002759435.2_Cand_auris_B8441_V2/	Chromosome				45.21	12365959	0	0		1083522	898131		4	7	PEKT02000001.1	100	100	100		full	25
Candida auris	Strain: B8441	PEKT02000002.1	GCA_002759435.2 	cellular organisms; Eukaryota; Opisthokonta; Fungi; Dikarya; Ascomycota; saccharomyceta; Saccharomycotina; Saccharomycetes; Saccharomycetales; CUG-Ser1 clade; Metschnikowiaceae; Metschnikowiaceae incertae sedis; Candida/Metschnikowiaceae	498019	ARGOS_000012	v1.4	HIVE2	59249	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/759/435/GCA_002759435.2_Cand_auris_B8441_V2/	Chromosome				45.21	12365959	0	0		1083522	898131		4	7	PEKT02000002.1	100	100	100		full	25
Candida auris	Strain: B8441	PEKT02000003.1	GCA_002759435.2 	cellular organisms; Eukaryota; Opisthokonta; Fungi; Dikarya; Ascomycota; saccharomyceta; Saccharomycotina; Saccharomycetes; Saccharomycetales; CUG-Ser1 clade; Metschnikowiaceae; Metschnikowiaceae incertae sedis; Candida/Metschnikowiaceae	498019	ARGOS_000012	v1.4	HIVE2	59249	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/759/435/GCA_002759435.2_Cand_auris_B8441_V2/	Chromosome				45.21	12365959	0	0		1083522	898131		4	7	PEKT02000003.1	100	100	100		full	25
Candida auris	Strain: B8441	PEKT02000004.1	GCA_002759435.2 	cellular organisms; Eukaryota; Opisthokonta; Fungi; Dikarya; Ascomycota; saccharomyceta; Saccharomycotina; Saccharomycetes; Saccharomycetales; CUG-Ser1 clade; Metschnikowiaceae; Metschnikowiaceae incertae sedis; Candida/Metschnikowiaceae	498019	ARGOS_000012	v1.4	HIVE2	59249	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/759/435/GCA_002759435.2_Cand_auris_B8441_V2/	Chromosome				45.21	12365959	0	0		1083522	898131		4	7	PEKT02000004.1	100	100	100		full	25
Candida auris	Strain: B8441	PEKT02000005.1	GCA_002759435.2 	cellular organisms; Eukaryota; Opisthokonta; Fungi; Dikarya; Ascomycota; saccharomyceta; Saccharomycotina; Saccharomycetes; Saccharomycetales; CUG-Ser1 clade; Metschnikowiaceae; Metschnikowiaceae incertae sedis; Candida/Metschnikowiaceae	498019	ARGOS_000012	v1.4	HIVE2	59249	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/759/435/GCA_002759435.2_Cand_auris_B8441_V2/	Chromosome				45.21	12365959	0	0		1083522	898131		4	7	PEKT02000005.1	100	100	100		full	25
Candida auris	Strain: B8441	PEKT02000006.1	GCA_002759435.2 	cellular organisms; Eukaryota; Opisthokonta; Fungi; Dikarya; Ascomycota; saccharomyceta; Saccharomycotina; Saccharomycetes; Saccharomycetales; CUG-Ser1 clade; Metschnikowiaceae; Metschnikowiaceae incertae sedis; Candida/Metschnikowiaceae	498019	ARGOS_000012	v1.4	HIVE2	59249	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/759/435/GCA_002759435.2_Cand_auris_B8441_V2/	Chromosome				45.21	12365959	0	0		1083522	898131		4	7	PEKT02000006.1	100	100	100		full	25
Candida auris	Strain: B8441	PEKT02000007.1	GCA_002759435.2 	cellular organisms; Eukaryota; Opisthokonta; Fungi; Dikarya; Ascomycota; saccharomyceta; Saccharomycotina; Saccharomycetes; Saccharomycetales; CUG-Ser1 clade; Metschnikowiaceae; Metschnikowiaceae incertae sedis; Candida/Metschnikowiaceae	498019	ARGOS_000012	v1.4	HIVE2	59249	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/759/435/GCA_002759435.2_Cand_auris_B8441_V2/	Chromosome				45.21	12365959	0	0		1083522	898131		4	7	PEKT02000007.1	100	100	100		full	25
Candida auris	Strain: B8441	PEKT02000008.1	GCA_002759435.2 	cellular organisms; Eukaryota; Opisthokonta; Fungi; Dikarya; Ascomycota; saccharomyceta; Saccharomycotina; Saccharomycetes; Saccharomycetales; CUG-Ser1 clade; Metschnikowiaceae; Metschnikowiaceae incertae sedis; Candida/Metschnikowiaceae	498019	ARGOS_000012	v1.4	HIVE2	59249	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/759/435/GCA_002759435.2_Cand_auris_B8441_V2/	Chromosome				45.21	12365959	0	0		1083522	898131		4	7	PEKT02000008.1	100	100	100		full	25
Candida auris	Strain: B8441	PEKT02000009.1	GCA_002759435.2 	cellular organisms; Eukaryota; Opisthokonta; Fungi; Dikarya; Ascomycota; saccharomyceta; Saccharomycotina; Saccharomycetes; Saccharomycetales; CUG-Ser1 clade; Metschnikowiaceae; Metschnikowiaceae incertae sedis; Candida/Metschnikowiaceae	498019	ARGOS_000012	v1.4	HIVE2	59249	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/759/435/GCA_002759435.2_Cand_auris_B8441_V2/	Chromosome				45.21	12365959	0	0		1083522	898131		4	7	PEKT02000009.1	100	100	100		full	25
Candida auris	Strain: B8441	PEKT02000010.1	GCA_002759435.2 	cellular organisms; Eukaryota; Opisthokonta; Fungi; Dikarya; Ascomycota; saccharomyceta; Saccharomycotina; Saccharomycetes; Saccharomycetales; CUG-Ser1 clade; Metschnikowiaceae; Metschnikowiaceae incertae sedis; Candida/Metschnikowiaceae	498019	ARGOS_000012	v1.4	HIVE2	59249	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/759/435/GCA_002759435.2_Cand_auris_B8441_V2/	Chromosome				45.21	12365959	0	0		1083522	898131		4	7	PEKT02000010.1	100	100	100		full	25
Candida auris	Strain: B8441	PEKT02000011.1	GCA_002759435.2 	cellular organisms; Eukaryota; Opisthokonta; Fungi; Dikarya; Ascomycota; saccharomyceta; Saccharomycotina; Saccharomycetes; Saccharomycetales; CUG-Ser1 clade; Metschnikowiaceae; Metschnikowiaceae incertae sedis; Candida/Metschnikowiaceae	498019	ARGOS_000012	v1.4	HIVE2	59249	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/759/435/GCA_002759435.2_Cand_auris_B8441_V2/	Chromosome				45.21	12365959	0	0		1083522	898131		4	7	PEKT02000011.1	100	100	100		full	25
Candida auris	Strain: B8441	PEKT02000012.1	GCA_002759435.2 	cellular organisms; Eukaryota; Opisthokonta; Fungi; Dikarya; Ascomycota; saccharomyceta; Saccharomycotina; Saccharomycetes; Saccharomycetales; CUG-Ser1 clade; Metschnikowiaceae; Metschnikowiaceae incertae sedis; Candida/Metschnikowiaceae	498019	ARGOS_000012	v1.4	HIVE2	59249	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/759/435/GCA_002759435.2_Cand_auris_B8441_V2/	Chromosome				45.21	12365959	0	0		1083522	898131		4	7	PEKT02000012.1	100	100	100		full	25
Candida auris	Strain: B8441	PEKT02000013.1	GCA_002759435.2 	cellular organisms; Eukaryota; Opisthokonta; Fungi; Dikarya; Ascomycota; saccharomyceta; Saccharomycotina; Saccharomycetes; Saccharomycetales; CUG-Ser1 clade; Metschnikowiaceae; Metschnikowiaceae incertae sedis; Candida/Metschnikowiaceae	498019	ARGOS_000012	v1.4	HIVE2	59249	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/759/435/GCA_002759435.2_Cand_auris_B8441_V2/	Chromosome				45.21	12365959	0	0		1083522	898131		4	7	PEKT02000013.1	100	100	100		full	25
Candida auris	Strain: B8441	PEKT02000014.1	GCA_002759435.2 	cellular organisms; Eukaryota; Opisthokonta; Fungi; Dikarya; Ascomycota; saccharomyceta; Saccharomycotina; Saccharomycetes; Saccharomycetales; CUG-Ser1 clade; Metschnikowiaceae; Metschnikowiaceae incertae sedis; Candida/Metschnikowiaceae	498019	ARGOS_000012	v1.4	HIVE2	59249	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/759/435/GCA_002759435.2_Cand_auris_B8441_V2/	Chromosome				45.21	12365959	0	0		1083522	898131		4	7	PEKT02000014.1	100	100	100		full	25
Candida auris	Strain: B8441	PEKT02000015.1	GCA_002759435.2 	cellular organisms; Eukaryota; Opisthokonta; Fungi; Dikarya; Ascomycota; saccharomyceta; Saccharomycotina; Saccharomycetes; Saccharomycetales; CUG-Ser1 clade; Metschnikowiaceae; Metschnikowiaceae incertae sedis; Candida/Metschnikowiaceae	498019	ARGOS_000012	v1.4	HIVE2	59249	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/759/435/GCA_002759435.2_Cand_auris_B8441_V2/	Chromosome				45.21	12365959	0	0		1083522	898131		4	7	PEKT02000015.1	100	100	100		full	25
Yersinia enterocolitica	FDAARGOS_224	NBTF02000007.1	GCA_002083295.2	cellular organisms; Bacteria; Pseudomonadota; Gammaproteobacteria; Enterobacterales; Yersiniaceae; Yersinia	630	ARGOS_000012	v1.4	HIVE2	53623	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/083/295/GCA_002083295.2_ASM208329v2/GCA_002083295.2_ASM208329v2_assembly_report.txt	Chromosome	1			47.28	5206029				1652294	718695		2	3	NC_003143.1	23	1	78.44		contig	24
Yersinia enterocolitica	FDAARGOS_224	NBTF02000007.1	GCA_002083295.2	cellular organisms; Bacteria; Pseudomonadota; Gammaproteobacteria; Enterobacterales; Yersiniaceae; Yersinia	630	ARGOS_000012	v1.4	HIVE2	53623	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/083/295/GCA_002083295.2_ASM208329v2/GCA_002083295.2_ASM208329v2_assembly_report.txt	Plasmid				47.28	5206029				1652294	718695		2	3	NC_003131.1					contig	20
Yersinia enterocolitica	FDAARGOS_224	NBTF02000007.1	GCA_002083295.2	cellular organisms; Bacteria; Pseudomonadota; Gammaproteobacteria; Enterobacterales; Yersiniaceae; Yersinia	630	ARGOS_000012	v1.4	HIVE2	53623	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/083/295/GCA_002083295.2_ASM208329v2/GCA_002083295.2_ASM208329v2_assembly_report.txt	Plasmid				47.28	5206029				1652294	718695		2	3	NC_003134.1	2	0	85.67		contig	23
Yersinia enterocolitica	FDAARGOS_224	NBTF02000007.1	GCA_002083295.2	cellular organisms; Bacteria; Pseudomonadota; Gammaproteobacteria; Enterobacterales; Yersiniaceae; Yersinia	630	ARGOS_000012	v1.4	HIVE2	53623	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/083/295/GCA_002083295.2_ASM208329v2/GCA_002083295.2_ASM208329v2_assembly_report.txt	Plasmid				47.28	5206029				1652294	718695		2	3	NC_003132.1					contig	20
Yersinia enterocolitica	FDAARGOS_224	NBTF02000018.1	GCA_002083295.2	cellular organisms; Bacteria; Pseudomonadota; Gammaproteobacteria; Enterobacterales; Yersiniaceae; Yersinia	630	ARGOS_000012	v1.4	HIVE2	53623	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/083/295/GCA_002083295.2_ASM208329v2/GCA_002083295.2_ASM208329v2_assembly_report.txt	Chromosome	1			47.28	5206029				1652294	718695		2	3	NC_003143.1	87	1	85.93		contig	24
Yersinia enterocolitica	FDAARGOS_224	NBTF02000018.1	GCA_002083295.2	cellular organisms; Bacteria; Pseudomonadota; Gammaproteobacteria; Enterobacterales; Yersiniaceae; Yersinia	630	ARGOS_000012	v1.4	HIVE2	53623	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/083/295/GCA_002083295.2_ASM208329v2/GCA_002083295.2_ASM208329v2_assembly_report.txt	Plasmid				47.28	5206029				1652294	718695		2	3	NC_003131.1					contig	20
Yersinia enterocolitica	FDAARGOS_224	NBTF02000018.1	GCA_002083295.2	cellular organisms; Bacteria; Pseudomonadota; Gammaproteobacteria; Enterobacterales; Yersiniaceae; Yersinia	630	ARGOS_000012	v1.4	HIVE2	53623	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/083/295/GCA_002083295.2_ASM208329v2/GCA_002083295.2_ASM208329v2_assembly_report.txt	Plasmid				47.28	5206029				1652294	718695		2	3	NC_003134.1	2	0	86.37		contig	23
Yersinia enterocolitica	FDAARGOS_224	NBTF02000018.1	GCA_002083295.2	cellular organisms; Bacteria; Pseudomonadota; Gammaproteobacteria; Enterobacterales; Yersiniaceae; Yersinia	630	ARGOS_000012	v1.4	HIVE2	53623	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/083/295/GCA_002083295.2_ASM208329v2/GCA_002083295.2_ASM208329v2_assembly_report.txt	Plasmid				47.28	5206029				1652294	718695		2	3	NC_003132.1					contig	20
Yersinia enterocolitica	FDAARGOS_224	NBTF02000011.1	GCA_002083295.2	cellular organisms; Bacteria; Pseudomonadota; Gammaproteobacteria; Enterobacterales; Yersiniaceae; Yersinia	630	ARGOS_000012	v1.4	HIVE2	53623	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/083/295/GCA_002083295.2_ASM208329v2/GCA_002083295.2_ASM208329v2_assembly_report.txt	Chromosome	1			47.28	5206029				1652294	718695		2	3	NC_003143.1	75	1	79.30		contig	24
Yersinia enterocolitica	FDAARGOS_224	NBTF02000011.1	GCA_002083295.2	cellular organisms; Bacteria; Pseudomonadota; Gammaproteobacteria; Enterobacterales; Yersiniaceae; Yersinia	630	ARGOS_000012	v1.4	HIVE2	53623	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/083/295/GCA_002083295.2_ASM208329v2/GCA_002083295.2_ASM208329v2_assembly_report.txt	Plasmid				47.28	5206029				1652294	718695		2	3	NC_003131.1					contig	20
Yersinia enterocolitica	FDAARGOS_224	NBTF02000011.1	GCA_002083295.2	cellular organisms; Bacteria; Pseudomonadota; Gammaproteobacteria; Enterobacterales; Yersiniaceae; Yersinia	630	ARGOS_000012	v1.4	HIVE2	53623	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/083/295/GCA_002083295.2_ASM208329v2/GCA_002083295.2_ASM208329v2_assembly_report.txt	Plasmid				47.28	5206029				1652294	718695		2	3	NC_003134.1	4	0	85.71		contig	23
Yersinia enterocolitica	FDAARGOS_224	NBTF02000011.1	GCA_002083295.2	cellular organisms; Bacteria; Pseudomonadota; Gammaproteobacteria; Enterobacterales; Yersiniaceae; Yersinia	630	ARGOS_000012	v1.4	HIVE2	53623	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/083/295/GCA_002083295.2_ASM208329v2/GCA_002083295.2_ASM208329v2_assembly_report.txt	Plasmid				47.28	5206029				1652294	718695		2	3	NC_003132.1					contig	20
Yersinia enterocolitica	FDAARGOS_224	NBTF02000023.1	GCA_002083295.2	cellular organisms; Bacteria; Pseudomonadota; Gammaproteobacteria; Enterobacterales; Yersiniaceae; Yersinia	630	ARGOS_000012	v1.4	HIVE2	53623	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/083/295/GCA_002083295.2_ASM208329v2/GCA_002083295.2_ASM208329v2_assembly_report.txt	Chromosome	1			47.28	5206029				1652294	718695		2	3	NC_003143.1	36	1	86.01		contig	24
Yersinia enterocolitica	FDAARGOS_224	NBTF02000023.1	GCA_002083295.2	cellular organisms; Bacteria; Pseudomonadota; Gammaproteobacteria; Enterobacterales; Yersiniaceae; Yersinia	630	ARGOS_000012	v1.4	HIVE2	53623	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/083/295/GCA_002083295.2_ASM208329v2/GCA_002083295.2_ASM208329v2_assembly_report.txt	Plasmid				47.28	5206029				1652294	718695		2	3	NC_003131.1					contig	20
Yersinia enterocolitica	FDAARGOS_224	NBTF02000023.1	GCA_002083295.2	cellular organisms; Bacteria; Pseudomonadota; Gammaproteobacteria; Enterobacterales; Yersiniaceae; Yersinia	630	ARGOS_000012	v1.4	HIVE2	53623	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/083/295/GCA_002083295.2_ASM208329v2/GCA_002083295.2_ASM208329v2_assembly_report.txt	Plasmid				47.28	5206029				1652294	718695		2	3	NC_003134.1	4	0	84.76		contig	23
