organism_name	lineage	taxonomy_id	bco_id	schema_version	bioproject	biosample	strain	genome_assembly_id	sample_name	instrument	isolate	collected_by	collection_date	geo_loc_name	isolation_source	lat_lon	culture_collection	host	host_age	host_description	host_disease	host_disease_outcome	host_disease_stage	host_health_state	host_sex	id_method	biosample_score
[Candida] auris	cellular organisms; Eukaryota; Opisthokonta; Fungi; Dikarya; Ascomycota; saccharomyceta; Saccharomycotina; Saccharomycetes; Saccharomycetales; CUG-Ser1 clade; Metschnikowiaceae; Metschnikowiaceae incertae sedis; Candida/Metschnikowiaceae	498019	ARGOS_000020	v1.4	PRJNA940794	SAMN33830139	USA-CDC-CAU-B20665		USA-CDC-CAU-B20665	NA		USA	44256	USA:Chicago	urine	Not collected		Homo sapiens			Not collected						NA
[Candida] auris	cellular organisms; Eukaryota; Opisthokonta; Fungi; Dikarya; Ascomycota; saccharomyceta; Saccharomycotina; Saccharomycetes; Saccharomycetales; CUG-Ser1 clade; Metschnikowiaceae; Metschnikowiaceae incertae sedis; Candida/Metschnikowiaceae	498019	ARGOS_000020	v1.4	PRJNA940794	SAMN33830140	USA-CDC-CAU-B20666		USA-CDC-CAU-B20666	NA		USA	44256	USA:Chicago	urine	Not collected		Homo sapiens			Not collected						NA
[Candida] auris	cellular organisms; Eukaryota; Opisthokonta; Fungi; Dikarya; Ascomycota; saccharomyceta; Saccharomycotina; Saccharomycetes; Saccharomycetales; CUG-Ser1 clade; Metschnikowiaceae; Metschnikowiaceae incertae sedis; Candida/Metschnikowiaceae	498019	ARGOS_000020	v1.4	PRJNA940794	SAMN33578731	USA-CDC-CAU-B20680		USA-CDC-CAU-B20680	NA		USA	44256	USA:Mid-Atlantic	Axilla and Groin	Not collected		Homo sapiens			Not collected						NA
[Candida] auris	cellular organisms; Eukaryota; Opisthokonta; Fungi; Dikarya; Ascomycota; saccharomyceta; Saccharomycotina; Saccharomycetes; Saccharomycetales; CUG-Ser1 clade; Metschnikowiaceae; Metschnikowiaceae incertae sedis; Candida/Metschnikowiaceae	498019	ARGOS_000020	v1.4	PRJNA940794	SAMN33578736	USA-CDC-CAU-B20681		USA-CDC-CAU-B20681	NA		USA	44256	USA:Mid-Atlantic	Axilla and Groin	Not collected		Homo sapiens			Not collected						NA
[Candida] auris	cellular organisms; Eukaryota; Opisthokonta; Fungi; Dikarya; Ascomycota; saccharomyceta; Saccharomycotina; Saccharomycetes; Saccharomycetales; CUG-Ser1 clade; Metschnikowiaceae; Metschnikowiaceae incertae sedis; Candida/Metschnikowiaceae	498019	ARGOS_000020	v1.4	PRJNA940794	SAMN33578738	USA-CDC-CAU-B20682		USA-CDC-CAU-B20682	NA		USA	44256	USA:Mid-Atlantic	Axilla and Groin	Not collected		Homo sapiens			Not collected						NA
[Candida] auris	cellular organisms; Eukaryota; Opisthokonta; Fungi; Dikarya; Ascomycota; saccharomyceta; Saccharomycotina; Saccharomycetes; Saccharomycetales; CUG-Ser1 clade; Metschnikowiaceae; Metschnikowiaceae incertae sedis; Candida/Metschnikowiaceae	498019	ARGOS_000020	v1.4	PRJNA940794	SAMN33578737	USA-CDC-CAU-B20685		USA-CDC-CAU-B20685	NA		USA	44256	USA:Mid-Atlantic	Axilla and Groin	Not collected		Homo sapiens			Not collected						NA
[Candida] auris	cellular organisms; Eukaryota; Opisthokonta; Fungi; Dikarya; Ascomycota; saccharomyceta; Saccharomycotina; Saccharomycetes; Saccharomycetales; CUG-Ser1 clade; Metschnikowiaceae; Metschnikowiaceae incertae sedis; Candida/Metschnikowiaceae	498019	ARGOS_000020	v1.4	PRJNA940794	SAMN33578734	USA-CDC-CAU-B20686		USA-CDC-CAU-B20686	NA		USA	44256	USA:Mid-Atlantic	Axilla and Groin	Not collected		Homo sapiens			Not collected						NA
[Candida] auris	cellular organisms; Eukaryota; Opisthokonta; Fungi; Dikarya; Ascomycota; saccharomyceta; Saccharomycotina; Saccharomycetes; Saccharomycetales; CUG-Ser1 clade; Metschnikowiaceae; Metschnikowiaceae incertae sedis; Candida/Metschnikowiaceae	498019	ARGOS_000020	v1.4	PRJNA940794	SAMN33578739	USA-CDC-CAU-B20687		USA-CDC-CAU-B20687	NA		USA	44256	USA:Mid-Atlantic	Axilla and Groin	Not collected		Homo sapiens			Not collected						NA
[Candida] auris	cellular organisms; Eukaryota; Opisthokonta; Fungi; Dikarya; Ascomycota; saccharomyceta; Saccharomycotina; Saccharomycetes; Saccharomycetales; CUG-Ser1 clade; Metschnikowiaceae; Metschnikowiaceae incertae sedis; Candida/Metschnikowiaceae	498019	ARGOS_000020	v1.4	PRJNA940794	SAMN33578732	USA-CDC-CAU-B20688		USA-CDC-CAU-B20688	NA		USA	44256	USA:Mid-Atlantic	Axilla and Groin	Not collected		Homo sapiens			Not collected						NA
[Candida] auris	cellular organisms; Eukaryota; Opisthokonta; Fungi; Dikarya; Ascomycota; saccharomyceta; Saccharomycotina; Saccharomycetes; Saccharomycetales; CUG-Ser1 clade; Metschnikowiaceae; Metschnikowiaceae incertae sedis; Candida/Metschnikowiaceae	498019	ARGOS_000020	v1.4	PRJNA940794	SAMN33578735	USA-CDC-CAU-B20689		USA-CDC-CAU-B20689	NA		USA	44256	USA:Mid-Atlantic	Axilla and Groin	Not collected		Homo sapiens			Not collected						NA
[Candida] auris	cellular organisms; Eukaryota; Opisthokonta; Fungi; Dikarya; Ascomycota; saccharomyceta; Saccharomycotina; Saccharomycetes; Saccharomycetales; CUG-Ser1 clade; Metschnikowiaceae; Metschnikowiaceae incertae sedis; Candida/Metschnikowiaceae	498019	ARGOS_000020	v1.4	PRJNA940794	SAMN33578733	USA-CDC-CAU-B20690		USA-CDC-CAU-B20690	NA		USA	44256	USA:Mid-Atlantic	Axilla and Groin	Not collected		Homo sapiens			Not collected						NA
[Candida] auris	cellular organisms; Eukaryota; Opisthokonta; Fungi; Dikarya; Ascomycota; saccharomyceta; Saccharomycotina; Saccharomycetes; Saccharomycetales; CUG-Ser1 clade; Metschnikowiaceae; Metschnikowiaceae incertae sedis; Candida/Metschnikowiaceae	498019	ARGOS_000020	v1.4	PRJNA940794	SAMN33578742	USA-CDC-CAU-B20692		USA-CDC-CAU-B20692	NA		USA	44256	USA:Mid-Atlantic	Axilla and Groin	Not collected		Homo sapiens			Not collected						NA
[Candida] auris	cellular organisms; Eukaryota; Opisthokonta; Fungi; Dikarya; Ascomycota; saccharomyceta; Saccharomycotina; Saccharomycetes; Saccharomycetales; CUG-Ser1 clade; Metschnikowiaceae; Metschnikowiaceae incertae sedis; Candida/Metschnikowiaceae	498019	ARGOS_000020	v1.4	PRJNA940794	SAMN33578745	USA-CDC-CAU-B20693		USA-CDC-CAU-B20693	NA		USA	44256	USA:Mid-Atlantic	Axilla and Groin	Not collected		Homo sapiens			Not collected						NA
[Candida] auris	cellular organisms; Eukaryota; Opisthokonta; Fungi; Dikarya; Ascomycota; saccharomyceta; Saccharomycotina; Saccharomycetes; Saccharomycetales; CUG-Ser1 clade; Metschnikowiaceae; Metschnikowiaceae incertae sedis; Candida/Metschnikowiaceae	498019	ARGOS_000020	v1.4	PRJNA940794	SAMN33578743	USA-CDC-CAU-B20694		USA-CDC-CAU-B20694	NA		USA	44256	USA:Mid-Atlantic	Axilla and Groin	Not collected		Homo sapiens			Not collected						NA
[Candida] auris	cellular organisms; Eukaryota; Opisthokonta; Fungi; Dikarya; Ascomycota; saccharomyceta; Saccharomycotina; Saccharomycetes; Saccharomycetales; CUG-Ser1 clade; Metschnikowiaceae; Metschnikowiaceae incertae sedis; Candida/Metschnikowiaceae	498019	ARGOS_000020	v1.4	PRJNA940794	SAMN33578741	USA-CDC-CAU-B20696		USA-CDC-CAU-B20696	NA		USA	44256	USA:Mid-Atlantic	Axilla and Groin	Not collected		Homo sapiens			Not collected						NA
[Candida] auris	cellular organisms; Eukaryota; Opisthokonta; Fungi; Dikarya; Ascomycota; saccharomyceta; Saccharomycotina; Saccharomycetes; Saccharomycetales; CUG-Ser1 clade; Metschnikowiaceae; Metschnikowiaceae incertae sedis; Candida/Metschnikowiaceae	498019	ARGOS_000020	v1.4	PRJNA940794	SAMN33578748	USA-CDC-CAU-B20697		USA-CDC-CAU-B20697	NA		USA	44256	USA:Mid-Atlantic	Axilla and Groin	Not collected		Homo sapiens			Not collected						NA
[Candida] auris	cellular organisms; Eukaryota; Opisthokonta; Fungi; Dikarya; Ascomycota; saccharomyceta; Saccharomycotina; Saccharomycetes; Saccharomycetales; CUG-Ser1 clade; Metschnikowiaceae; Metschnikowiaceae incertae sedis; Candida/Metschnikowiaceae	498019	ARGOS_000020	v1.4	PRJNA940794	SAMN33578747	USA-CDC-CAU-B20698		USA-CDC-CAU-B20698	NA		USA	44256	USA:Mid-Atlantic	Axilla and Groin	Not collected		Homo sapiens			Not collected						NA
[Candida] auris	cellular organisms; Eukaryota; Opisthokonta; Fungi; Dikarya; Ascomycota; saccharomyceta; Saccharomycotina; Saccharomycetes; Saccharomycetales; CUG-Ser1 clade; Metschnikowiaceae; Metschnikowiaceae incertae sedis; Candida/Metschnikowiaceae	498019	ARGOS_000020	v1.4	PRJNA940794	SAMN33578746	USA-CDC-CAU-B20699		USA-CDC-CAU-B20699	NA		USA	44256	USA:Mid-Atlantic	Axilla and Groin	Not collected		Homo sapiens			Not collected						NA
[Candida] auris	cellular organisms; Eukaryota; Opisthokonta; Fungi; Dikarya; Ascomycota; saccharomyceta; Saccharomycotina; Saccharomycetes; Saccharomycetales; CUG-Ser1 clade; Metschnikowiaceae; Metschnikowiaceae incertae sedis; Candida/Metschnikowiaceae	498019	ARGOS_000020	v1.4	PRJNA940794	SAMN33578740	USA-CDC-CAU-B20700		USA-CDC-CAU-B20700	NA		USA	44256	USA:Mid-Atlantic	Axilla and Groin	Not collected		Homo sapiens			Not collected						NA
[Candida] auris	cellular organisms; Eukaryota; Opisthokonta; Fungi; Dikarya; Ascomycota; saccharomyceta; Saccharomycotina; Saccharomycetes; Saccharomycetales; CUG-Ser1 clade; Metschnikowiaceae; Metschnikowiaceae incertae sedis; Candida/Metschnikowiaceae	498019	ARGOS_000020	v1.4	PRJNA940794	SAMN33578744	USA-CDC-CAU-B20701		USA-CDC-CAU-B20701	NA		USA	44256	USA:Mid-Atlantic	Axilla and Groin	Not collected		Homo sapiens			Not collected						NA
[Candida] auris	cellular organisms; Eukaryota; Opisthokonta; Fungi; Dikarya; Ascomycota; saccharomyceta; Saccharomycotina; Saccharomycetes; Saccharomycetales; CUG-Ser1 clade; Metschnikowiaceae; Metschnikowiaceae incertae sedis; Candida/Metschnikowiaceae	498019	ARGOS_000020	v1.4	PRJNA940794	SAMN33578712	USA-CDC-CAU-B20708		USA-CDC-CAU-B20708	NA		USA	44256	USA:Mid-Atlantic	Axilla and Groin	Not collected		Homo sapiens			Not collected						NA
[Candida] auris	cellular organisms; Eukaryota; Opisthokonta; Fungi; Dikarya; Ascomycota; saccharomyceta; Saccharomycotina; Saccharomycetes; Saccharomycetales; CUG-Ser1 clade; Metschnikowiaceae; Metschnikowiaceae incertae sedis; Candida/Metschnikowiaceae	498019	ARGOS_000020	v1.4	PRJNA940794	SAMN33578716	USA-CDC-CAU-B20715		USA-CDC-CAU-B20715	NA		USA	44256	USA:Mid-Atlantic	Axilla and Groin	Not collected		Homo sapiens			Not collected						NA
[Candida] auris	cellular organisms; Eukaryota; Opisthokonta; Fungi; Dikarya; Ascomycota; saccharomyceta; Saccharomycotina; Saccharomycetes; Saccharomycetales; CUG-Ser1 clade; Metschnikowiaceae; Metschnikowiaceae incertae sedis; Candida/Metschnikowiaceae	498019	ARGOS_000020	v1.4	PRJNA940794	SAMN33578714	USA-CDC-CAU-B20717		USA-CDC-CAU-B20717	NA		USA	44287	USA:Mid-Atlantic	Axilla and Groin	Not collected		Homo sapiens			Not collected						NA
[Candida] auris	cellular organisms; Eukaryota; Opisthokonta; Fungi; Dikarya; Ascomycota; saccharomyceta; Saccharomycotina; Saccharomycetes; Saccharomycetales; CUG-Ser1 clade; Metschnikowiaceae; Metschnikowiaceae incertae sedis; Candida/Metschnikowiaceae	498019	ARGOS_000020	v1.4	PRJNA940794	SAMN33578718	USA-CDC-CAU-B20721		USA-CDC-CAU-B20721	NA		USA	44287	USA:Mid-Atlantic	Axilla and Groin	Not collected		Homo sapiens			Not collected						NA
[Candida] auris	cellular organisms; Eukaryota; Opisthokonta; Fungi; Dikarya; Ascomycota; saccharomyceta; Saccharomycotina; Saccharomycetes; Saccharomycetales; CUG-Ser1 clade; Metschnikowiaceae; Metschnikowiaceae incertae sedis; Candida/Metschnikowiaceae	498019	ARGOS_000020	v1.4	PRJNA940794	SAMN33578719	USA-CDC-CAU-B20722		USA-CDC-CAU-B20722	NA		USA	44287	USA:Mid-Atlantic	Axilla and Groin	Not collected		Homo sapiens			Not collected						NA
[Candida] auris	cellular organisms; Eukaryota; Opisthokonta; Fungi; Dikarya; Ascomycota; saccharomyceta; Saccharomycotina; Saccharomycetes; Saccharomycetales; CUG-Ser1 clade; Metschnikowiaceae; Metschnikowiaceae incertae sedis; Candida/Metschnikowiaceae	498019	ARGOS_000020	v1.4	PRJNA940794	SAMN33578715	USA-CDC-CAU-B20723		USA-CDC-CAU-B20723	NA		USA	44287	USA:Mid-Atlantic	Axilla and Groin	Not collected		Homo sapiens			Not collected						NA
[Candida] auris	cellular organisms; Eukaryota; Opisthokonta; Fungi; Dikarya; Ascomycota; saccharomyceta; Saccharomycotina; Saccharomycetes; Saccharomycetales; CUG-Ser1 clade; Metschnikowiaceae; Metschnikowiaceae incertae sedis; Candida/Metschnikowiaceae	498019	ARGOS_000020	v1.4	PRJNA940794	SAMN33578717	USA-CDC-CAU-B20724		USA-CDC-CAU-B20724	NA		USA	44287	USA:Mid-Atlantic	Axilla and Groin	Not collected		Homo sapiens			Not collected						NA
[Candida] auris	cellular organisms; Eukaryota; Opisthokonta; Fungi; Dikarya; Ascomycota; saccharomyceta; Saccharomycotina; Saccharomycetes; Saccharomycetales; CUG-Ser1 clade; Metschnikowiaceae; Metschnikowiaceae incertae sedis; Candida/Metschnikowiaceae	498019	ARGOS_000020	v1.4	PRJNA940794	SAMN33578713	USA-CDC-CAU-B20726		USA-CDC-CAU-B20726	NA		USA	44287	USA:Mid-Atlantic	Axilla and Groin	Not collected		Homo sapiens			Not collected						NA
[Candida] auris	cellular organisms; Eukaryota; Opisthokonta; Fungi; Dikarya; Ascomycota; saccharomyceta; Saccharomycotina; Saccharomycetes; Saccharomycetales; CUG-Ser1 clade; Metschnikowiaceae; Metschnikowiaceae incertae sedis; Candida/Metschnikowiaceae	498019	ARGOS_000020	v1.4	PRJNA940794	SAMN33578752	USA-CDC-CAU-B20727		USA-CDC-CAU-B20727	NA		USA	44287	USA:Mid-Atlantic	Axilla and Groin	Not collected		Homo sapiens			Not collected						NA
[Candida] auris	cellular organisms; Eukaryota; Opisthokonta; Fungi; Dikarya; Ascomycota; saccharomyceta; Saccharomycotina; Saccharomycetes; Saccharomycetales; CUG-Ser1 clade; Metschnikowiaceae; Metschnikowiaceae incertae sedis; Candida/Metschnikowiaceae	498019	ARGOS_000020	v1.4	PRJNA940794	SAMN33578750	USA-CDC-CAU-B20728		USA-CDC-CAU-B20728	NA		USA	44287	USA:Mid-Atlantic	Axilla and Groin	Not collected		Homo sapiens			Not collected						NA
[Candida] auris	cellular organisms; Eukaryota; Opisthokonta; Fungi; Dikarya; Ascomycota; saccharomyceta; Saccharomycotina; Saccharomycetes; Saccharomycetales; CUG-Ser1 clade; Metschnikowiaceae; Metschnikowiaceae incertae sedis; Candida/Metschnikowiaceae	498019	ARGOS_000020	v1.4	PRJNA940794	SAMN33578753	USA-CDC-CAU-B20729		USA-CDC-CAU-B20729	NA		USA	44287	USA:Mid-Atlantic	Axilla and Groin	Not collected		Homo sapiens			Not collected						NA
[Candida] auris	cellular organisms; Eukaryota; Opisthokonta; Fungi; Dikarya; Ascomycota; saccharomyceta; Saccharomycotina; Saccharomycetes; Saccharomycetales; CUG-Ser1 clade; Metschnikowiaceae; Metschnikowiaceae incertae sedis; Candida/Metschnikowiaceae	498019	ARGOS_000020	v1.4	PRJNA940794	SAMN33578754	USA-CDC-CAU-B20737		USA-CDC-CAU-B20737	NA		USA	44287	USA:Mid-Atlantic	Axilla and Groin	Not collected		Homo sapiens			Not collected						NA
[Candida] auris	cellular organisms; Eukaryota; Opisthokonta; Fungi; Dikarya; Ascomycota; saccharomyceta; Saccharomycotina; Saccharomycetes; Saccharomycetales; CUG-Ser1 clade; Metschnikowiaceae; Metschnikowiaceae incertae sedis; Candida/Metschnikowiaceae	498019	ARGOS_000020	v1.4	PRJNA940794	SAMN33578751	USA-CDC-CAU-B20741		USA-CDC-CAU-B20741	NA		USA	44287	USA:Mid-Atlantic	Axilla and Groin	Not collected		Homo sapiens			Not collected						NA
[Candida] auris	cellular organisms; Eukaryota; Opisthokonta; Fungi; Dikarya; Ascomycota; saccharomyceta; Saccharomycotina; Saccharomycetes; Saccharomycetales; CUG-Ser1 clade; Metschnikowiaceae; Metschnikowiaceae incertae sedis; Candida/Metschnikowiaceae	498019	ARGOS_000020	v1.4	PRJNA940794	SAMN33578749	USA-CDC-CAU-B20743		USA-CDC-CAU-B20743	NA		USA	44287	USA:Mid-Atlantic	Axilla and Groin	Not collected		Homo sapiens			Not collected						NA
[Candida] auris	cellular organisms; Eukaryota; Opisthokonta; Fungi; Dikarya; Ascomycota; saccharomyceta; Saccharomycotina; Saccharomycetes; Saccharomycetales; CUG-Ser1 clade; Metschnikowiaceae; Metschnikowiaceae incertae sedis; Candida/Metschnikowiaceae	498019	ARGOS_000020	v1.4	PRJNA940794	SAMN33578755	USA-CDC-CAU-B20744		USA-CDC-CAU-B20744	NA		USA	44287	USA:Mid-Atlantic	sputum	Not collected		Homo sapiens			Not collected						NA
[Candida] auris	cellular organisms; Eukaryota; Opisthokonta; Fungi; Dikarya; Ascomycota; saccharomyceta; Saccharomycotina; Saccharomycetes; Saccharomycetales; CUG-Ser1 clade; Metschnikowiaceae; Metschnikowiaceae incertae sedis; Candida/Metschnikowiaceae	498019	ARGOS_000020	v1.4	PRJNA940794	SAMN33830141	USA-CDC-CAU-B21737		USA-CDC-CAU-B21737	NA		USA	44348	USA:Chicago	Axilla and Groin	Not collected		Homo sapiens			Not collected						NA
[Candida] auris	cellular organisms; Eukaryota; Opisthokonta; Fungi; Dikarya; Ascomycota; saccharomyceta; Saccharomycotina; Saccharomycetes; Saccharomycetales; CUG-Ser1 clade; Metschnikowiaceae; Metschnikowiaceae incertae sedis; Candida/Metschnikowiaceae	498019	ARGOS_000020	v1.4	PRJNA940794	SAMN33830142	USA-CDC-CAU-B21738		USA-CDC-CAU-B21738	NA		USA	44348	USA:Chicago	Axilla and Groin	Not collected		Homo sapiens			Not collected						NA
[Candida] auris	cellular organisms; Eukaryota; Opisthokonta; Fungi; Dikarya; Ascomycota; saccharomyceta; Saccharomycotina; Saccharomycetes; Saccharomycetales; CUG-Ser1 clade; Metschnikowiaceae; Metschnikowiaceae incertae sedis; Candida/Metschnikowiaceae	498019	ARGOS_000020	v1.4	PRJNA940794	SAMN33830143	USA-CDC-CAU-B21739		USA-CDC-CAU-B21739	NA		USA	44409	USA:Chicago	Axilla and Groin	Not collected		Homo sapiens			Not collected						NA
[Candida] auris	cellular organisms; Eukaryota; Opisthokonta; Fungi; Dikarya; Ascomycota; saccharomyceta; Saccharomycotina; Saccharomycetes; Saccharomycetales; CUG-Ser1 clade; Metschnikowiaceae; Metschnikowiaceae incertae sedis; Candida/Metschnikowiaceae	498019	ARGOS_000020	v1.4	PRJNA940794	SAMN33830144	USA-CDC-CAU-B21740		USA-CDC-CAU-B21740	NA		USA	44409	USA:Chicago	Axilla and Groin	Not collected		Homo sapiens			Not collected						NA
[Candida] auris	cellular organisms; Eukaryota; Opisthokonta; Fungi; Dikarya; Ascomycota; saccharomyceta; Saccharomycotina; Saccharomycetes; Saccharomycetales; CUG-Ser1 clade; Metschnikowiaceae; Metschnikowiaceae incertae sedis; Candida/Metschnikowiaceae	498019	ARGOS_000020	v1.4	PRJNA940794	SAMN33830145	USA-CDC-CAU-B21741		USA-CDC-CAU-B21741	NA		USA	44409	USA:Chicago	Axilla and Groin	Not collected		Homo sapiens			Not collected						NA
[Candida] auris	cellular organisms; Eukaryota; Opisthokonta; Fungi; Dikarya; Ascomycota; saccharomyceta; Saccharomycotina; Saccharomycetes; Saccharomycetales; CUG-Ser1 clade; Metschnikowiaceae; Metschnikowiaceae incertae sedis; Candida/Metschnikowiaceae	498019	ARGOS_000020	v1.4	PRJNA940794	SAMN33830146	USA-CDC-CAU-B21742		USA-CDC-CAU-B21742	NA		USA	44409	USA:Chicago	Axilla and Groin	Not collected		Homo sapiens			Not collected						NA
[Candida] auris	cellular organisms; Eukaryota; Opisthokonta; Fungi; Dikarya; Ascomycota; saccharomyceta; Saccharomycotina; Saccharomycetes; Saccharomycetales; CUG-Ser1 clade; Metschnikowiaceae; Metschnikowiaceae incertae sedis; Candida/Metschnikowiaceae	498019	ARGOS_000020	v1.4	PRJNA940794	SAMN33830147	USA-CDC-CAU-B21743		USA-CDC-CAU-B21743	NA		USA	44440	USA:Chicago	Axilla and Groin	Not collected		Homo sapiens			Not collected						NA
[Candida] auris	cellular organisms; Eukaryota; Opisthokonta; Fungi; Dikarya; Ascomycota; saccharomyceta; Saccharomycotina; Saccharomycetes; Saccharomycetales; CUG-Ser1 clade; Metschnikowiaceae; Metschnikowiaceae incertae sedis; Candida/Metschnikowiaceae	498019	ARGOS_000020	v1.4	PRJNA940794	SAMN33830148	USA-CDC-CAU-B21744		USA-CDC-CAU-B21744	NA		USA	44440	USA:Chicago	Axilla and Groin	Not collected		Homo sapiens			Not collected						NA
[Candida] auris	cellular organisms; Eukaryota; Opisthokonta; Fungi; Dikarya; Ascomycota; saccharomyceta; Saccharomycotina; Saccharomycetes; Saccharomycetales; CUG-Ser1 clade; Metschnikowiaceae; Metschnikowiaceae incertae sedis; Candida/Metschnikowiaceae	498019	ARGOS_000020	v1.4	PRJNA940794	SAMN33830149	USA-CDC-CAU-B21745		USA-CDC-CAU-B21745	NA		USA	44440	USA:Chicago	Axilla and Groin	Not collected		Homo sapiens			Not collected						NA
[Candida] auris	cellular organisms; Eukaryota; Opisthokonta; Fungi; Dikarya; Ascomycota; saccharomyceta; Saccharomycotina; Saccharomycetes; Saccharomycetales; CUG-Ser1 clade; Metschnikowiaceae; Metschnikowiaceae incertae sedis; Candida/Metschnikowiaceae	498019	ARGOS_000020	v1.4	PRJNA940794	SAMN33830150	USA-CDC-CAU-B21746		USA-CDC-CAU-B21746	NA		USA	44440	USA:Chicago	Axilla and Groin	Not collected		Homo sapiens			Not collected						NA
[Candida] auris	cellular organisms; Eukaryota; Opisthokonta; Fungi; Dikarya; Ascomycota; saccharomyceta; Saccharomycotina; Saccharomycetes; Saccharomycetales; CUG-Ser1 clade; Metschnikowiaceae; Metschnikowiaceae incertae sedis; Candida/Metschnikowiaceae	498019	ARGOS_000020	v1.4	PRJNA940794	SAMN33578661	USA-CDC-CAU-B19474		USA-CDC-CAU-B19474	NA		USA	44105	USA:Mid-Atlantic	urine	Not collected		Homo sapiens			Not collected						NA
[Candida] auris	cellular organisms; Eukaryota; Opisthokonta; Fungi; Dikarya; Ascomycota; saccharomyceta; Saccharomycotina; Saccharomycetes; Saccharomycetales; CUG-Ser1 clade; Metschnikowiaceae; Metschnikowiaceae incertae sedis; Candida/Metschnikowiaceae	498019	ARGOS_000020	v1.4	PRJNA940794	SAMN33578665	USA-CDC-CAU-B19543		USA-CDC-CAU-B19543	NA		USA	44105	USA:Mid-Atlantic	Axilla and Groin	Not collected		Homo sapiens			Not collected						NA
