organism_name	infraspecific_name	lineage	genome_assembly_id	taxonomy_id	sra_run_id	bco_id	schema_version	analysis_platform	analysis_platform_object_id	bioproject	biosample	strain	ngs_read_file_name	ngs_read_file_source	ngs_gc_content	n_content	avg_phred_score	avg_read_length	max_read_length	min_read_length	num_reads_unique	pos_outlier_count	codon_table	percent_coding	percent_not_coding	density_n_per_read	complexity_percent	non_complex_percent	avg_quality_a	avg_quality_t	avg_quality_g	avg_quality_c	count_a	count_t	count_g	count_c	count_n	instrument	id_method	wgs_accession	strategy	ngs_score
Acinetobacter sp. FDAARGOS_541		cellular organisms; Bacteria; Pseudomonadota; Gammaproteobacteria; Moraxellales; Moraxellaceae; Acinetobacter; unclassified Acinetobacter	NA	2420312	SRR8180801	ARGOS_000009	v1.4	PACBIO_SMRT	PL100072457-1_RS42150_20161003_H01-1_experiment	PRJNA231221	SRS4035606	FDAARGOS_541	SRR8180801	https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR8180801/SRR8180801	42.69	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	6.64E+08	5.95E+08	4.58E+08	4.80E+08	0	PACBIO_SMRT	Phenotypic and Molecular Methods	NA	WGS	NA
Mycobacterium tuberculosis	ATCC 25177D-5; H37Ra	cellular organisms; Bacteria; Terrabacteria group; Actinomycetota; Actinomycetes; Corynebacteriales; Mycobacteriaceae; Mycobacterium; Mycobacterium tuberculosis complex	NA	1773	SRR5879398	ARGOS_000009	v1.4	ILLUMINA	IL100056697_SN7001163_20150515_L5_experiment	PRJNA231221	SRS2393761	FDAARGOS_424	SRR5879398	https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR5879398/SRR5879398	64.49	0.015664	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.97E+08	1.96E+08	3.55E+08	3.58E+08	173199	ILLUMINA	Culture	NA	WGS	NA
Klebsiella aerogenes	DSM 12058	cellular organisms; Bacteria; Pseudomonadota; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Klebsiella/Raoultella group; Klebsiella	NA	548	SRR15076251	ARGOS_000009	v1.4	ILLUMINA	IL100160365_A00904_20201021_L1_experiment	PRJNA231221	SRS9430937	FDAARGOS 1441	SRR15076251	https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR15076251/SRR15076251	55.25	0.001001	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	8.76E+08	8.63E+08	1.07E+09	1.07E+09	38893	ILLUMINA	Phenotypic and Molecular Methods	NA	WGS	NA
Legionella anisa	ATCC 35292D-5; WA-316-C3 [NCTC 11974]	cellular organisms; Bacteria; Pseudomonadota; Gammaproteobacteria; Legionellales; Legionellaceae; Legionella	NA	28082	SRR4272044	ARGOS_000009	v1.4	PACBIO_SMRT	PL100048438-1_RS42150_20150130_A02-1_experiment	PRJNA231221	SRS1704426	FDAARGOS_200	SRR4272044	https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR4272044/SRR4272044	39.06	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.29E+08	3.05E+08	1.93E+08	2.14E+08	0	PACBIO_SMRT	Phenotypic identification	NA	WGS	NA
Collinsella stercoris DSM 13279	G4	cellular organisms; Bacteria; Terrabacteria group; Actinomycetota; Coriobacteriia; Coriobacteriales; Coriobacteriaceae; Collinsella; Collinsella stercoris	NA	445975	SRR17126948	ARGOS_000009	v1.4	PACBIO_SMRT	PL100188474-1_S64049_20210806_D01_bc1001-bc1001_experiment	PRJNA231221	SRS11219910	FDAARGOS_1572	SRR17126948	https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR17126948/SRR17126948	60.52	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.18E+09	1.12E+09	1.74E+09	1.80E+09	0	PACBIO_SMRT	Phenotypic and Molecular Methods	NA	WGS	NA
Staphylococcus haemolyticus	clinical isolate	cellular organisms; Bacteria; Terrabacteria group; Bacillota; Bacilli; Bacillales; Staphylococcaceae; Staphylococcus	NA	1283	SRR2819636	ARGOS_000009	v1.4	PACBIO_SMRT	PL100045856A-1_RS42150_20140904_D01-1_experiment	PRJNA231221	SRS1134911	FDAARGOS_130	SRR2819636	https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR2819636/SRR2819636	44.09	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.69E+08	2.03E+08	1.52E+08	2.20E+08	0	PACBIO_SMRT	phenotypic identification	NA	WGS	NA
Burkholderia cenocepacia	clinical isolate	cellular organisms; Bacteria; Pseudomonadota; Betaproteobacteria; Burkholderiales; Burkholderiaceae; Burkholderia; Burkholderia cepacia complex	NA	95486	SRR1206480	ARGOS_000009	v1.4	PACBIO_SMRT	PL100041294-1_RS42150_20140311_2_experiment	PRJNA231221	SRS583683	FDAARGOS_82	SRR1206480	https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR1206480/SRR1206480	61.16	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.29E+08	93890979	1.62E+08	1.90E+08	0	PACBIO_SMRT	phenotypic identification	NA	WGS	NA
Klebsiella pneumoniae	KbGH0141	cellular organisms; Bacteria; Pseudomonadota; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Klebsiella/Raoultella group; Klebsiella	NA	573	SRR13674008	ARGOS_000009	v1.4	ILLUMINA	IL100148323_K00134_20191220_L6_experiment	PRJNA231221	SRS8225667	FDAARGOS_1313	SRR13674008	https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR13674008/SRR13674008	55.69	0.010787	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	9.15E+08	9.06E+08	1.14E+09	1.14E+09	443325	ILLUMINA	Phenotypic and Molecular Methods	NA	WGS	NA
Zika virus	ZIKV	Viruses; Riboviria; Orthornavirae; Kitrinoviricota; Flasuviricetes; Amarillovirales; Flaviviridae; Flavivirus	NA	64320	SRR10073044	ARGOS_000009	v1.4	ILLUMINA	IL100092256_M00708_20170908_L1_experiment	PRJNA231221	SRS5350765	FDAARGOS_809	SRR10073044	https://storage.googleapis.com/nih-sequence-read-arc/run/SRR10073044/SRR10073044	41.8	1.42E-07	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4.38E+08	3.85E+08	2.90E+08	3.01E+08	2	ILLUMINA	Phenotypic and Molecular Methods	NA	WGS	NA
Klebsiella pneumoniae	KbLA0058	cellular organisms; Bacteria; Pseudomonadota; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Klebsiella/Raoultella group; Klebsiella	NA	573	SRR13668409	ARGOS_000009	v1.4	PACBIO_SMRT	PL100141843-2_S54024R1_20200513_A01_bc1018-bc1018_experiment	PRJNA231221	SRS8222137	FDAARGOS_1327	SRR13668409	https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR13668409/SRR13668409	56.1	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4.70E+08	5.07E+08	6.16E+08	6.33E+08	0	PACBIO_SMRT	Phenotypic and Molecular Methods	NA	WGS	NA
Klebsiella pneumoniae	KbSC0031	cellular organisms; Bacteria; Pseudomonadota; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Klebsiella/Raoultella group; Klebsiella	NA	573	SRR13674020	ARGOS_000009	v1.4	PACBIO_SMRT	PL100141827-1_S54024R1_20200313_C01_bc1021-bc1021_experiment	PRJNA231221	SRS8225678	FDAARGOS_1314	SRR13674020	https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR13674020/SRR13674020	56.2	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	31432118	33699054	41383644	42191196	0	PACBIO_SMRT	Phenotypic and Molecular Methods	NA	WGS	NA
Corynebacterium minutissimum	DSM 20651	cellular organisms; Bacteria; Terrabacteria group; Actinomycetota; Actinomycetes; Corynebacteriales; Corynebacteriaceae; Corynebacterium	NA	38301	SRR12046686	ARGOS_000009	v1.4	PACBIO_SMRT	PL100106722-1_RS42150_20181109_C02-1_experiment	PRJNA231221	SRS6867252	FDAARGOS_894	SRR12046686	https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR12046686/SRR12046686	57.76	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4.25E+08	3.99E+08	5.78E+08	5.49E+08	0	PACBIO_SMRT	Phenotypic and Molecular Methods	NA	WGS	NA
Staphylococcus aureus	Vancomycin-resistant transconjugant; NRS281, COLVA	cellular organisms; Bacteria; Terrabacteria group; Bacillota; Bacilli; Bacillales; Staphylococcaceae; Staphylococcus	NA	1280	SRR1955622	ARGOS_000009	v1.4	ILLUMINA	IL100040284_SN180_20131217_L7_experiment	PRJNA231221	SRS895959	FDAARGOS_18	SRR1955622	https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR1955622/SRR1955622	32.29	0.011799	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	6.28E+08	6.25E+08	2.99E+08	2.98E+08	218411	ILLUMINA	phenotypic identification	NA	WGS	NA
Acinetobacter sp. FDAARGOS_515		cellular organisms; Bacteria; Pseudomonadota; Gammaproteobacteria; Moraxellales; Moraxellaceae; Acinetobacter; unclassified Acinetobacter	NA	2420307	SRR8179903	ARGOS_000009	v1.4	ILLUMINA	IL100072822_K00134_20160728_L4_experiment	PRJNA231221	SRS4034759	FDAARGOS_515	SRR8179903	https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR8179903/SRR8179903	39.3	0.0192	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	8.84E+08	8.81E+08	5.70E+08	5.73E+08	558423	ILLUMINA	Phenotypic and Molecular Methods	NA	WGS	NA
Monkeypox virus	MPXV	Viruses; Varidnaviria; Bamfordvirae; Nucleocytoviricota; Pokkesviricetes; Chitovirales; Poxviridae; Chordopoxvirinae; Orthopoxvirus	NA	10244	SRR10027401	ARGOS_000009	v1.4	ILLUMINA	IL100097882_M00708_20180129_L1_experiment	PRJNA231221	SRS5311762	FDAARGOS_854	SRR10027401	https://storage.googleapis.com/nih-sequence-read-arc/run/SRR10027401/SRR10027401	46.95	0.016022	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	72499763	67698163	61982502	62111207	42351	ILLUMINA	Phenotypic and Molecular Methods	NA	WGS	NA
Zika virus	ZIKV	Viruses; Riboviria; Orthornavirae; Kitrinoviricota; Flasuviricetes; Amarillovirales; Flaviviridae; Flavivirus	NA	64320	SRR10073050	ARGOS_000009	v1.4	ILLUMINA	IL100098208_M00708_20180129_L1_experiment	PRJNA231221	SRS5350768	FDAARGOS_860	SRR10073050	https://storage.googleapis.com/nih-sequence-read-arc/run/SRR10073050/SRR10073050	50.99	0.006195	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.30E+08	1.32E+08	1.35E+08	1.38E+08	33175	ILLUMINA	Phenotypic and Molecular Methods	NA	AMPLICON	NA
Fusobacterium canifelinum	DSM 15542	cellular organisms; Bacteria; Fusobacteria; Fusobacteriia; Fusobacteriales; Fusobacteriaceae; Fusobacterium	NA	285729	SRR12937826	ARGOS_000009	v1.4	ILLUMINA	IL100140443_K00134_20190912_L8_experiment	PRJNA231221	SRS7619437	FDAARGOS_1126	SRR12937826	https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR12937826/SRR12937826	27.58	0.005368	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	7.41E+08	7.44E+08	2.84E+08	2.81E+08	110096	ILLUMINA	Phenotypic and Molecular Methods	NA	WGS	NA
Staphylococcus aureus	NRS127	cellular organisms; Bacteria; Terrabacteria group; Bacillota; Bacilli; Bacillales; Staphylococcaceae; Staphylococcus	NA	1280	SRR1955805	ARGOS_000009	v1.4	PACBIO_SMRT	PL100039712-1_RS42150_20140110_D04_experiment	PRJNA231221	SRS895978	FDAARGOS_22	SRR1955805	https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR1955805/SRR1955805	48.87	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.72E+08	2.06E+08	1.95E+08	2.63E+08	0	PACBIO_SMRT	phenotypic identification	NA	WGS	NA
Klebsiella pneumoniae	KbKH0060	cellular organisms; Bacteria; Pseudomonadota; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Klebsiella/Raoultella group; Klebsiella	NA	573	SRR13668390	ARGOS_000009	v1.4	ILLUMINA	IL100148454_K00134_20191220_L3_experiment	PRJNA231221	SRS8222119	FDAARGOS_1326	SRR13668390	https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR13668390/SRR13668390	56.8	0.009079	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	6.35E+08	6.15E+08	8.22E+08	8.22E+08	262748	ILLUMINA	Phenotypic and Molecular Methods	NA	WGS	NA
Shigella flexneri		cellular organisms; Bacteria; Pseudomonadota; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Shigella	NA	623	SRR9163455	ARGOS_000009	v1.4	ILLUMINA	IL100085964_K00134_20170420_L8_experiment	PRJNA231221	SRS4849367	FDAARGOS_691	SRR9163455	https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR9163455/SRR9163455	49.89	0.02085	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	6.08E+08	6.06E+08	6.06E+08	6.03E+08	505471	ILLUMINA	Phenotypic and Molecular Methods	NA	WGS	NA
Middle East respiratory syndrome-related coronavirus	CoV, ATCC: VR-32485D	Viruses; Riboviria; Orthornavirae; Pisuviricota; Pisoniviricetes; Nidovirales; Cornidovirineae; Coronaviridae; Orthocoronavirinae; Betacoronavirus; Merbecovirus	NA	1335626	SRR10027398	ARGOS_000009	v1.4	ILLUMINA	IL100091241_M00708_20170908_L1_experiment	PRJNA231221	SRS5311759	FDAARGOS_803	SRR10027398	https://storage.googleapis.com/nih-sequence-read-arc/run/SRR10027398/SRR10027398	45.89	1.08E-06	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4.33E+08	3.72E+08	3.33E+08	3.50E+08	16	ILLUMINA	Phenotypic and Molecular Methods	NA	WGS	NA
Lactococcus lactis	DSM 20661	cellular organisms; Bacteria; Terrabacteria group; Bacillota; Bacilli; Lactobacillales; Streptococcaceae; Lactococcus	NA	1358	SRR12047215	ARGOS_000009	v1.4	PACBIO_SMRT	PL100106887-1_RS42150_20181102_C02-1_experiment	PRJNA231221	SRS6867716	FDAARGOS_866	SRR12047215	https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR12047215/SRR12047215	35.59	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	6.60E+08	6.59E+08	3.78E+08	3.51E+08	0	PACBIO_SMRT	Phenotypic and Molecular Methods	NA	WGS	NA
Paracoccus yeei	clinical isolate	cellular organisms; Bacteria; Pseudomonadota; Alphaproteobacteria; Rhodobacterales; Paracoccaceae; Paracoccus	NA	147645	SRR4124912	ARGOS_000009	v1.4	ILLUMINA	IL100056673_SN7001163_20150618_L4_experiment	PRJNA231221	SRS1666114	FDAARGOS_252	SRR4124912	https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR4124912/SRR4124912	63.77	0.06575	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	92395193	91488350	1.62E+08	1.63E+08	334346	ILLUMINA	Phenotypic identification	NA	WGS	NA
Macrococcus caseolyticus	DSM 20597	cellular organisms; Bacteria; Terrabacteria group; Bacillota; Bacilli; Bacillales; Staphylococcaceae; Macrococcus	NA	69966	SRR12047229	ARGOS_000009	v1.4	PACBIO_SMRT	PL100106889-2_RS42150_20181217_C02-1_experiment	PRJNA231221	SRS6867728	FDAARGOS_868	SRR12047229	https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR12047229/SRR12047229	37.08	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.15E+09	1.24E+09	7.70E+08	6.41E+08	0	PACBIO_SMRT	Phenotypic and Molecular Methods	NA	WGS	NA
Bacteroides fragilis	strain 3_1_12	cellular organisms; Bacteria; FCB group; Bacteroidetes/Chlorobi group; Bacteroidota; Bacteroidia; Bacteroidales; Bacteroidaceae; Bacteroides	NA	817	SRR9641487	ARGOS_000009	v1.4	ILLUMINA	IL100092524_K00134_20170912_L4_experiment	PRJNA231221	SRS5061383	FDAARGOS_763	SRR9641487	https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR9641487/SRR9641487	43.47	0.014189	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	6.93E+08	6.93E+08	5.33E+08	5.33E+08	347927	ILLUMINA	Phenotypic and Molecular Methods	NA	WGS	NA
Escherichia coli	EcGH4079	cellular organisms; Bacteria; Pseudomonadota; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia	NA	562	SRR13673798	ARGOS_000009	v1.4	PACBIO_SMRT	PL100141795-1_S54024R1_20200220_D01_bc1003-bc1003_experiment	PRJNA231221	SRS8225439	FDAARGOS_1294	SRR13673798	https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR13673798/SRR13673798	50.25	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	7.38E+08	7.96E+08	7.65E+08	7.85E+08	0	PACBIO_SMRT	Phenotypic and Molecular Methods	NA	WGS	NA
Mycolicibacterium smegmatis		cellular organisms; Bacteria; Terrabacteria group; Actinomycetota; Actinomycetes; Corynebacteriales; Mycobacteriaceae; Mycolicibacterium	NA	1772	SRR17125538	ARGOS_000009	v1.4	ILLUMINA	IL100206131_A00904_20210930_L4_experiment	PRJNA231221	SRS11219456	FDAARGOS_1618	SRR17125538	https://storage.googleapis.com/nih-sequence-read-arc/run/SRR17125538/SRR17125538	66.88	0.001932	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	8.87E+08	8.76E+08	1.77E+09	1.79E+09	102840	ILLUMINA	Phenotypic and Molecular Methods	NA	WGS	NA
Citrobacter koseri		cellular organisms; Bacteria; Pseudomonadota; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Citrobacter	NA	545	SRR8180385	ARGOS_000009	v1.4	ILLUMINA	IL100072998_K00134_20160728_L1_experiment	PRJNA231221	SRS4035220	FDAARGOS_526	SRR8180385	https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR8180385/SRR8180385	52.84	0.020725	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.37E+09	1.38E+09	1.54E+09	1.54E+09	1207930	ILLUMINA	Phenotypic and Molecular Methods	NA	WGS	NA
Klebsiella pneumoniae	KbHV0125	cellular organisms; Bacteria; Pseudomonadota; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Klebsiella/Raoultella group; Klebsiella	NA	573	SRR13673978	ARGOS_000009	v1.4	ILLUMINA	IL100148319_K00134_20191220_L8_experiment	PRJNA231221	SRS8225643	FDAARGOS_1309	SRR13673978	https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR13673978/SRR13673978	56.13	0.015523	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5.93E+08	5.89E+08	7.57E+08	7.56E+08	418323	ILLUMINA	Phenotypic and Molecular Methods	NA	WGS	NA
Staphylococcus aureus	ermC, repF-, rsbU-; pRN6441 is a derivative of pE194, a 3.8 kb rolling circle plasmid, with a mutation in repF causing thermosesitive replication, plus the insertion of the puC19 multiple cloning site in its single PstI site. NRS146; NCTC8325 (RN5843)	cellular organisms; Bacteria; Terrabacteria group; Bacillota; Bacilli; Bacillales; Staphylococcaceae; Staphylococcus	NA	1280	SRR1955815	ARGOS_000009	v1.4	ILLUMINA	IL100040290_SN180_20131217_L7_experiment	PRJNA231221	SRS896135	FDAARGOS_24	SRR1955815	https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR1955815/SRR1955815	32.57	0.011818	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.66E+08	3.64E+08	1.76E+08	1.76E+08	127895	ILLUMINA	phenotypic identification	NA	WGS	NA
Grimontia hollisae	ATCC 33564	cellular organisms; Bacteria; Pseudomonadota; Gammaproteobacteria; Vibrionales; Vibrionaceae; Grimontia	NA	673	SRR2817810	ARGOS_000009	v1.4	ILLUMINA	IL100047832_SN7001163_20140926_L8_experiment	PRJNA231221	SRS1134773	FDAARGOS_111	SRR2817810	https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR2817810/SRR2817810	50.57	0.002854	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	71836713	71049288	73186570	72975322	8249	ILLUMINA	16S and MLST	NA	WGS	NA
Rothia kristinae	DSM 20032	cellular organisms; Bacteria; Terrabacteria group; Actinomycetota; Actinomycetes; Micrococcales; Micrococcaceae; Rothia	NA	37923	SRR12047205	ARGOS_000009	v1.4	ILLUMINA	IL100114076_K00134_20181212_L8_experiment	PRJNA231221	SRS6867708	FDAARGOS_864	SRR12047205	https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR12047205/SRR12047205	71.09	0.011648	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.60E+08	2.55E+08	6.34E+08	6.35E+08	207861	ILLUMINA	Phenotypic and Molecular Methods	NA	WGS	NA
Burkholderia dolosa	DSM 16088	cellular organisms; Bacteria; Pseudomonadota; Betaproteobacteria; Burkholderiales; Burkholderiaceae; Burkholderia; Burkholderia cepacia complex	NA	152500	SRR16259206	ARGOS_000009	v1.4	ILLUMINA	IL100186113_A00904_20210610_L1_experiment	PRJNA231221	SRS10498299	FDAARGOS_1463	SRR16259206	https://storage.googleapis.com/nih-sequence-read-arc/run/SRR16259206/SRR16259206	62.83	0.00045	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	8.31E+08	8.25E+08	1.40E+09	1.40E+09	20029	ILLUMINA	Phenotypic and Molecular Methods	NA	WGS	NA
Enterococcus faecalis		cellular organisms; Bacteria; Terrabacteria group; Bacillota; Bacilli; Lactobacillales; Enterococcaceae; Enterococcus	NA	1351	SRR8180391	ARGOS_000009	v1.4	ILLUMINA	IL100073450_K00134_20160805_L2_experiment	PRJNA231221	SRS4035223	FDAARGOS_528	SRR8180391	https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR8180391/SRR8180391	37.2	0.007075	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	7.27E+08	7.26E+08	4.30E+08	4.31E+08	163727	ILLUMINA	Phenotypic and Molecular Methods	NA	WGS	NA
Salmonella enterica		cellular organisms; Bacteria; Pseudomonadota; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Salmonella	NA	28901	SRR9163323	ARGOS_000009	v1.4	ILLUMINA	IL100085947_K00134_20170425_L6_experiment	PRJNA231221	SRS4849277	FDAARGOS_687	SRR9163323	https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR9163323/SRR9163323	51.42	0.011176	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	9.73E+08	9.70E+08	1.02E+09	1.03E+09	447150	ILLUMINA	Phenotypic and Molecular Methods	NA	WGS	NA
Staphylococcus aureus	inpatient ICU, bloodstream; VISA, MRSA; NRS22; HIP07930; USA600; 99758	cellular organisms; Bacteria; Terrabacteria group; Bacillota; Bacilli; Bacillales; Staphylococcaceae; Staphylococcus	NA	1280	SRR1955829	ARGOS_000009	v1.4	ILLUMINA	IL100040295_SN180_20131217_L8_experiment	PRJNA231221	SRS896140	FDAARGOS_29	SRR1955829	https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR1955829/SRR1955829	32.49	0.018349	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4.31E+08	4.29E+08	2.07E+08	2.07E+08	233680	ILLUMINA	phenotypic identification	NA	WGS	NA
Finegoldia magna	strain SY01	cellular organisms; Bacteria; Terrabacteria group; Bacillota; Tissierellia; Tissierellales; Peptoniphilaceae; Finegoldia	NA	1260	SRR9641497	ARGOS_000009	v1.4	ILLUMINA	IL100092525_K00134_20170912_L4_experiment	PRJNA231221	SRS5061392	FDAARGOS_764	SRR9641497	https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR9641497/SRR9641497	32.05	0.01477	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	8.08E+08	8.10E+08	3.82E+08	3.81E+08	351830	ILLUMINA	Phenotypic and Molecular Methods	NA	WGS	NA
Phocaeicola coprophilus	DSM 18228	cellular organisms; Bacteria; FCB group; Bacteroidetes/Chlorobi group; Bacteroidota; Bacteroidia; Bacteroidales; Bacteroidaceae; Phocaeicola	NA	387090	SRR13181989	ARGOS_000009	v1.4	ILLUMINA	IL100144151_K00134_20191220_L1_experiment	PRJNA231221	SRS7822172	FDAARGOS_1220	SRR13181989	https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR13181989/SRR13181989	44.87	0.013537	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	7.99E+08	8.00E+08	6.51E+08	6.51E+08	392763	ILLUMINA	Phenotypic and Molecular Methods	NA	WGS	NA
Escherichia coli	268-78-1	cellular organisms; Bacteria; Pseudomonadota; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia	NA	562	SRR2814470	ARGOS_000009	v1.4	ILLUMINA	IL100048035_SN7001163_20141006_L1_experiment	PRJNA231221	SRS1133152	FDAARGOS_95	SRR2814470	https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR2814470/SRR2814470	49.91	0.002724	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.05E+09	1.04E+09	1.04E+09	1.04E+09	113607	ILLUMINA	MLST	NA	WGS	NA
Parabacteroides distasonis	strain 31_2	cellular organisms; Bacteria; FCB group; Bacteroidetes/Chlorobi group; Bacteroidota; Bacteroidia; Bacteroidales; Tannerellaceae; Parabacteroides	NA	823	SRR9641468	ARGOS_000009	v1.4	PACBIO_SMRT	PL100090570-1_RS42150_20170816_A02-1_experiment	PRJNA231221	SRS5061370	FDAARGOS_759	SRR9641468	https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR9641468/SRR9641468	44.16	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.80E+08	3.99E+08	3.32E+08	2.84E+08	0	PACBIO_SMRT	Phenotypic and Molecular Methods	NA	WGS	NA
